sep=;



Timestamp;RMS velocitz spectrum ISO 10816 Y [mm/s];RMS acceleration Y [mg];RMS acceleration envelope Y [mg];RMS raw data with frequencz brands Y [mg];Kurtosis method Y [[1]];Peak to peak Y [mg];Crest factor Y [[1]];Analog raw input Y [mg];
2026 02 19 14:08:20:995;0,265;12;1;11,5814;0,9057;38,1165;3,2912;15,625;
2026 02 19 14:08:20:997;0,265;12;1;11,5814;0,9057;38,1165;3,2912;3,9063;
2026 02 19 14:08:20:999;0,265;12;1;11,5814;0,9057;38,1165;3,2912;-7,8125;
2026 02 19 14:08:21:001;0,265;12;1;11,5814;0,9057;38,1165;3,2912;-15,625;
2026 02 19 14:08:21:003;0,265;12;1;11,5814;0,9057;38,1165;3,2912;-11,7187;
2026 02 19 14:08:21:005;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:21:007;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:21:009;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:21:011;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:21:013;0,265;12;1;11,5814;0,9057;38,1165;3,2912;0;
2026 02 19 14:08:21:015;0,265;12;1;11,5814;0,9057;38,1165;3,2912;15,625;
2026 02 19 14:08:21:017;0,267;12;1;11,5814;0,8857;38,0859;3,2885;7,8125;
2026 02 19 14:08:21:019;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:021;0,267;12;1;11,5814;0,8857;38,0859;3,2885;-15,625;
2026 02 19 14:08:21:023;0,267;12;1;11,5814;0,8857;38,0859;3,2885;-15,625;
2026 02 19 14:08:21:025;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:027;0,267;12;1;11,5814;0,8857;38,0859;3,2885;3,9063;
2026 02 19 14:08:21:029;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
2026 02 19 14:08:21:031;0,267;12;1;11,5814;0,8857;38,0859;3,2885;0;
